database,source_row,source_id,title,authors,normalized_title,normalized_authors,year,doi,publication_title,document_type,url
springer,198,10.1007/978-3-030-32861-0_6,Designing API for Using Publicly Accessible Data Sets,Tomasz GórskiEwa Wojtach,designing api for using publicly accessible data sets,tomasz górskiewa wojtach,2020,10.1007/978-3-030-32861-0_6,Smart Innovations in Engineering and Technology,Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-32861-0_6
springer,199,10.1007/s11432-018-9723-5,Development and path planning of a novel unmanned surface vehicle system and its application to exploitation of Qarhan Salt Lake,Zhibin XueJincun LiuZhengxing WuSheng DuShihan KongJunzhi Yu,development and path planning of a novel unmanned surface vehicle system and its application to exploitation of qarhan salt lake,zhibin xuejincun liuzhengxing wusheng dushihan kongjunzhi yu,2019,10.1007/s11432-018-9723-5,Science China Information Sciences,Article,https://link.springer.com/article/10.1007/s11432-018-9723-5
springer,200,10.1007/s11277-019-06466-z,IoT Based Multimode Sensing Platform for Underground Coal Mines,P. K. MishraSubhash KumarPratikManish KumarJitendra Kumar,iot based multimode sensing platform for underground coal mines,p k mishrasubhash kumarpratikmanish kumarjitendra kumar,2019,10.1007/s11277-019-06466-z,Wireless Personal Communications,Article,https://link.springer.com/article/10.1007/s11277-019-06466-z
springer,201,10.1007/978-3-319-92294-2_28,Digital Composites: Robotic 3D Printing of Continuous Carbon Fiber-Reinforced Plastics for Functionally-Graded Building Components,Hyunchul KwonMartin EichenhoferThodoris KyttasBenjamin Dillenburger,digital composites robotic 3d printing of continuous carbon fiber reinforced plastics for functionally graded building components,hyunchul kwonmartin eichenhoferthodoris kyttasbenjamin dillenburger,2019,10.1007/978-3-319-92294-2_28,"Robotic Fabrication in Architecture, Art and Design 2018",Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-92294-2_28
springer,202,10.1007/s10270-021-00877-y,An actor-based framework for asynchronous event-based cyber-physical systems,Iman JahandidehFatemeh GhassemiMarjan Sirjani,an actor based framework for asynchronous event based cyber physical systems,iman jahandidehfatemeh ghassemimarjan sirjani,2021,10.1007/s10270-021-00877-y,Software and Systems Modeling,Article,https://link.springer.com/article/10.1007/s10270-021-00877-y
springer,203,10.1007/s10626-021-00347-z,Interpreted synchronous extension of time Petri nets,Karen Godary-DejeanHélène LerouxDavid Andreu,interpreted synchronous extension of time petri nets,karen godary dejeanhélène lerouxdavid andreu,2021,10.1007/s10626-021-00347-z,Discrete Event Dynamic Systems,Article,https://link.springer.com/article/10.1007/s10626-021-00347-z
springer,204,10.1007/s11709-020-0684-6,Simulation of foamed concrete compressive strength prediction using adaptive neuro-fuzzy inference system optimized by nature-inspired algorithms,Ahmad SharafatiH. NaderpourSinan Q. SalihE. OnyariZaher Mundher Yaseen,simulation of foamed concrete compressive strength prediction using adaptive neuro fuzzy inference system optimized by nature inspired algorithms,ahmad sharafatih naderpoursinan q salihe onyarizaher mundher yaseen,2021,10.1007/s11709-020-0684-6,Frontiers of Structural and Civil Engineering,Article,https://link.springer.com/article/10.1007/s11709-020-0684-6
springer,205,10.1007/978-3-031-11992-7_4,Real-Time (RT) Model,Hermann KopetzWilfried Steiner,real time rt model,hermann kopetzwilfried steiner,2022,10.1007/978-3-031-11992-7_4,Real-Time Systems,Chapter,https://link.springer.com/chapter/10.1007/978-3-031-11992-7_4
springer,206,10.1007/978-3-031-29713-7_24,"GUIs, Robots, and Language: Toward a Neo-Davidsonian Procedural Semantics",Nathaniel ChristenAmy Neustein,guis robots and language toward a neo davidsonian procedural semantics,nathaniel christenamy neustein,2023,10.1007/978-3-031-29713-7_24,"AI, IoT, Big Data and Cloud Computing for Industry 4.0",Chapter,https://link.springer.com/chapter/10.1007/978-3-031-29713-7_24
springer,207,10.1007/978-981-15-9942-2_4,Analysis of Firmware Vulnerabilities,Qinghao TangFan Du,analysis of firmware vulnerabilities,qinghao tangfan du,2021,10.1007/978-981-15-9942-2_4,Internet of Things Security: Principles and Practice,Chapter,https://link.springer.com/chapter/10.1007/978-981-15-9942-2_4
springer,208,10.1038/s41598-019-54111-3,The circadian clock uses different environmental time cues to synchronize emergence and locomotion of the solitary bee <i>Osmia bicornis</i>,Katharina BeerMariela SchenkCharlotte Helfrich-FörsterAndrea Holzschuh,the circadian clock uses different environmental time cues to synchronize emergence and locomotion of the solitary bee osmia bicornis,katharina beermariela schenkcharlotte helfrich försterandrea holzschuh,2019,10.1038/s41598-019-54111-3,Scientific Reports,Article,https://link.springer.com/article/10.1038/s41598-019-54111-3
springer,209,10.1007/978-3-030-36987-3_9,Generalised Dining Philosophers as Feedback Control,Venkatesh ChoppellaArjun SanjeevKasturi ViswanathBharat Jayaraman,generalised dining philosophers as feedback control,venkatesh choppellaarjun sanjeevkasturi viswanathbharat jayaraman,2020,10.1007/978-3-030-36987-3_9,Distributed Computing and Internet Technology,Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-36987-3_9
springer,210,10.1007/978-3-319-77028-4_35,Using Correct-by-Construction Software Agile Development,Rafael Augusto Lopes ShigemuraGildarcio Sousa GoncalvesLuiz Alberto Vieira DiasPaulo Marcelo TasinaffoAdilson Marques da CunhaLuciana Sayuri MiziokaLeticia Hissae YanaguyaVictor Ulisses Pugliese,using correct by construction software agile development,rafael augusto lopes shigemuragildarcio sousa goncalvesluiz alberto vieira diaspaulo marcelo tasinaffoadilson marques da cunhaluciana sayuri miziokaleticia hissae yanaguyavictor ulisses pugliese,2018,10.1007/978-3-319-77028-4_35,Information Technology - New Generations,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-77028-4_35
springer,211,10.1007/978-3-030-85390-7_16,Design Standards and Regulations,Yongsheng MaYiming Rong,design standards and regulations,yongsheng mayiming rong,2022,10.1007/978-3-030-85390-7_16,Senior Design Projects in Mechanical Engineering,Chapter,https://link.springer.com/chapter/10.1007/978-3-030-85390-7_16
springer,212,10.1007/978-3-662-61755-7_27,Robot-Based Fiber Spray Process for Small Batch Production,Edgar SchmidtJonas WinkelbauerGeorg PuchasDominik HenrichWalter Krenkel,robot based fiber spray process for small batch production,edgar schmidtjonas winkelbauergeorg puchasdominik henrichwalter krenkel,2020,10.1007/978-3-662-61755-7_27,"Annals of Scientific Society for Assembly, Handling and Industrial Robotics",Conference paper,https://link.springer.com/chapter/10.1007/978-3-662-61755-7_27
springer,213,10.1007/s10846-021-01353-x,A review: A Comprehensive Review of Soft and Rigid Wearable Rehabilitation and Assistive Devices with a Focus on the Shoulder Joint,Hamed Majidi Fard VatanSamia Nefti-MezianiSteve DavisZahra SaffariHaitham El-Hussieny,a review a comprehensive review of soft and rigid wearable rehabilitation and assistive devices with a focus on the shoulder joint,hamed majidi fard vatansamia nefti mezianisteve daviszahra saffarihaitham el hussieny,2021,10.1007/s10846-021-01353-x,Journal of Intelligent & Robotic Systems,Article,https://link.springer.com/article/10.1007/s10846-021-01353-x
springer,214,10.1007/978-3-030-25312-7_5,On the Need for Data-Based Model-Driven Engineering,Alexandra MazakSabine WolnyManuel Wimmer,on the need for data based model driven engineering,alexandra mazaksabine wolnymanuel wimmer,2019,10.1007/978-3-030-25312-7_5,Security and Quality in Cyber-Physical Systems Engineering,Chapter,https://link.springer.com/chapter/10.1007/978-3-030-25312-7_5
springer,215,10.1007/978-3-662-58134-6_13,“Go Beyond 4.0” Lighthouse Project,Thomas Otto,go beyond 4 0 lighthouse project,thomas otto,2019,10.1007/978-3-662-58134-6_13,Digital Transformation,Chapter,https://link.springer.com/chapter/10.1007/978-3-662-58134-6_13
springer,216,10.1007/978-3-319-74161-1_3,Execution-Based Model Profiling,Alexandra MazakManuel WimmerPolina Patsuk-Bösch,execution based model profiling,alexandra mazakmanuel wimmerpolina patsuk bösch,2018,10.1007/978-3-319-74161-1_3,Data-Driven Process Discovery and Analysis,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-74161-1_3
springer,217,10.1007/s11704-017-6477-y,Template-based AADL automatic code generation,Kai HuZhangbo DuanJiye WangLingchao GaoLihong Shang,template based aadl automatic code generation,kai huzhangbo duanjiye wanglingchao gaolihong shang,2019,10.1007/s11704-017-6477-y,Frontiers of Computer Science,Article,https://link.springer.com/article/10.1007/s11704-017-6477-y
springer,218,10.1007/978-3-030-38300-8_7,Realization,Albert FleischmannStefan OpplWerner SchmidtChristian Stary,realization,albert fleischmannstefan opplwerner schmidtchristian stary,2020,10.1007/978-3-030-38300-8_7,Contextual Process Digitalization,Chapter,https://link.springer.com/chapter/10.1007/978-3-030-38300-8_7
springer,219,10.1007/978-94-007-6046-2_92,Mechanism Design of Human-Like HRP-4C,Shuuji Kajita,mechanism design of human like hrp 4c,shuuji kajita,2019,10.1007/978-94-007-6046-2_92,Humanoid Robotics: A Reference,Reference work entry,https://link.springer.com/rwe/10.1007/978-94-007-6046-2_92
springer,220,10.1007/978-3-030-16722-6_4,SMT-Based Bounded Schedulability Analysis of the Clock Constraint Specification Language,Min ZhangFu SongFrédéric MalletXiaohong Chen,smt based bounded schedulability analysis of the clock constraint specification language,min zhangfu songfrédéric malletxiaohong chen,2019,10.1007/978-3-030-16722-6_4,Fundamental Approaches to Software Engineering,Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-16722-6_4
springer,221,10.1007/s10270-020-00831-4,Pragmatic reuse for DSML development,Stefan KlikovitsDidier Buchs,pragmatic reuse for dsml development,stefan klikovitsdidier buchs,2020,10.1007/s10270-020-00831-4,Software and Systems Modeling,Article,https://link.springer.com/article/10.1007/s10270-020-00831-4
springer,222,10.1007/978-3-319-77525-8_260,Stream Processing Languages and Abstractions,Martin HirzelGuillaume Baudart,stream processing languages and abstractions,martin hirzelguillaume baudart,2019,10.1007/978-3-319-77525-8_260,Encyclopedia of Big Data Technologies,Reference work entry,https://link.springer.com/rwe/10.1007/978-3-319-77525-8_260
springer,223,10.1007/978-3-319-89719-6_2,Maintaining Separation of Concerns Through Task Oriented Software Development,Jurriën StutterheimPeter AchtenRinus Plasmeijer,maintaining separation of concerns through task oriented software development,jurriën stutterheimpeter achtenrinus plasmeijer,2018,10.1007/978-3-319-89719-6_2,Trends in Functional Programming,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-89719-6_2
springer,224,10.1007/s00165-019-00500-4,Zohar Manna (1939–2018),Nachum DershowitzRichard Waldinger,zohar manna 1939 2018,nachum dershowitzrichard waldinger,2019,10.1007/s00165-019-00500-4,Formal Aspects of Computing,Article,https://link.springer.com/article/10.1007/s00165-019-00500-4
springer,225,10.1007/s10664-021-09938-8,Understanding large-scale software systems – structure and flows,Omer LevyDror G. Feitelson,understanding large scale software systems structure and flows,omer levydror g feitelson,2021,10.1007/s10664-021-09938-8,Empirical Software Engineering,Article,https://link.springer.com/article/10.1007/s10664-021-09938-8
springer,226,10.1007/978-3-319-98047-8_16,Are Synchronous Programs Logic Programs?,Klaus SchneiderMarc Dahlem,are synchronous programs logic programs,klaus schneidermarc dahlem,2018,10.1007/978-3-319-98047-8_16,Principled Software Development,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-98047-8_16
springer,227,10.1007/s10009-018-0500-y,Slicing from formal semantics: Chisel—a tool for generic program slicing,Irina Măriuca AsăvoaeMihail AsăvoaeAdrián Riesco,slicing from formal semantics chisel a tool for generic program slicing,irina măriuca asăvoaemihail asăvoaeadrián riesco,2018,10.1007/s10009-018-0500-y,International Journal on Software Tools for Technology Transfer,Article,https://link.springer.com/article/10.1007/s10009-018-0500-y
springer,228,10.1007/978-94-017-7267-9_3,Quartz: A Synchronous Language for Model-Based Design of Reactive Embedded Systems,Klaus SchneiderJens Brandt,quartz a synchronous language for model based design of reactive embedded systems,klaus schneiderjens brandt,2017,10.1007/978-94-017-7267-9_3,Handbook of Hardware/Software Codesign,Reference work entry,https://link.springer.com/rwe/10.1007/978-94-017-7267-9_3
springer,229,10.1007/978-3-030-12988-0_7,Embedding CCSL into Dynamic Logic: A Logical Approach for the Verification of CCSL Specifications,Yuanrui ZhangHengyang WuYixiang ChenFrédéric Mallet,embedding ccsl into dynamic logic a logical approach for the verification of ccsl specifications,yuanrui zhanghengyang wuyixiang chenfrédéric mallet,2019,10.1007/978-3-030-12988-0_7,Formal Techniques for Safety-Critical Systems,Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-12988-0_7
springer,230,10.1007/978-3-030-21244-5_8,Recovery Preparation,Igor SchagaevEugene ZouevKaegi Thomas,recovery preparation,igor schagaeveugene zouevkaegi thomas,2020,10.1007/978-3-030-21244-5_8,Software Design for Resilient Computer Systems,Chapter,https://link.springer.com/chapter/10.1007/978-3-030-21244-5_8
springer,231,10.1007/978-3-319-68972-2_12,Quality-Aware Reactive Programming for the Internet of Things,José ProençaCarlos Baquero,quality aware reactive programming for the internet of things,josé proençacarlos baquero,2017,10.1007/978-3-319-68972-2_12,Fundamentals of Software Engineering,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-68972-2_12
springer,232,10.1007/978-3-030-58298-2_1,The 2020 Expert Survey on Formal Methods,Hubert GaravelMaurice H. ter BeekJaco van de Pol,the 2020 expert survey on formal methods,hubert garavelmaurice h ter beekjaco van de pol,2020,10.1007/978-3-030-58298-2_1,Formal Methods for Industrial Critical Systems,Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-58298-2_1
springer,233,10.1007/978-3-030-55089-9_5,Software Abstractions and Human-Cyber-Physical Systems Architecture Modelling,Zhiming LiuJonathan P. BowenBo LiuShmuel TyszberowiczTingting Zhang,software abstractions and human cyber physical systems architecture modelling,zhiming liujonathan p bowenbo liushmuel tyszberowicztingting zhang,2020,10.1007/978-3-030-55089-9_5,Engineering Trustworthy Software Systems,Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-55089-9_5
springer,234,10.1007/978-3-030-31038-7_5,Probabilistic Semantics for RoboChart,Jim WoodcockAna CavalcantiSimon FosterAlexandre MotaKangfeng Ye,probabilistic semantics for robochart,jim woodcockana cavalcantisimon fosteralexandre motakangfeng ye,2019,10.1007/978-3-030-31038-7_5,Unifying Theories of Programming,Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-31038-7_5
springer,235,10.1007/978-3-319-91908-9_15,The Next 7000 Programming Languages,Robert ChatleyAlastair DonaldsonAlan Mycroft,the next 7000 programming languages,robert chatleyalastair donaldsonalan mycroft,2019,10.1007/978-3-319-91908-9_15,Computing and Software Science,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-91908-9_15
springer,237,10.1007/978-3-030-03044-5_10,TeSSLa: Temporal Stream-Based Specification Language,Lukas ConventSebastian HungereckerMartin LeuckerTorben ScheffelMalte SchmitzDaniel Thoma,tessla temporal stream based specification language,lukas conventsebastian hungereckermartin leuckertorben scheffelmalte schmitzdaniel thoma,2018,10.1007/978-3-030-03044-5_10,Formal Methods: Foundations and Applications,Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-03044-5_10
springer,238,10.1007/978-3-319-91734-4_19,Methods and Tools for Mapping Process Networks onto Multi-Processor Systems-On-Chip,Iuliana BacivarovWolfgang HaidKai HuangLothar Thiele,methods and tools for mapping process networks onto multi processor systems on chip,iuliana bacivarovwolfgang haidkai huanglothar thiele,2019,10.1007/978-3-319-91734-4_19,Handbook of Signal Processing Systems,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-91734-4_19
springer,239,10.1007/s00500-018-3260-4,Task scheduling using Ant Colony Optimization in multicore architectures: a survey,G. Umarani SrikanthR. Geetha,task scheduling using ant colony optimization in multicore architectures a survey,g umarani srikanthr geetha,2018,10.1007/s00500-018-3260-4,Soft Computing,Article,https://link.springer.com/article/10.1007/s00500-018-3260-4
springer,240,10.1007/s11704-018-7054-8,A verification framework for spatio-temporal consistency language with CCSL as a specification language,Yuanrui ZhangFrédéric MalletYixiang Chen,a verification framework for spatio temporal consistency language with ccsl as a specification language,yuanrui zhangfrédéric malletyixiang chen,2018,10.1007/s11704-018-7054-8,Frontiers of Computer Science,Article,https://link.springer.com/article/10.1007/s11704-018-7054-8
springer,241,10.1007/978-3-319-95246-8_26,"Modular Code Generation from Synchronous Block Diagrams: Interfaces, Abstraction, Compositionality",Stavros TripakisRoberto Lublinerman,modular code generation from synchronous block diagrams interfaces abstraction compositionality,stavros tripakisroberto lublinerman,2018,10.1007/978-3-319-95246-8_26,Principles of Modeling,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-95246-8_26
springer,242,10.1007/s11265-016-1132-7,Guest Editorial: Real-Time and Embedded Systems,Kaijie WuZili Shao,guest editorial real time and embedded systems,kaijie wuzili shao,2016,10.1007/s11265-016-1132-7,Journal of Signal Processing Systems,Article,https://link.springer.com/article/10.1007/s11265-016-1132-7
springer,243,10.1007/978-3-319-91662-0_31,Reflective Internet of Things Middleware-Enabled a Predictive Real-Time Waste Monitoring System,Vito BelliniTommaso Di NoiaMarina MongielloFrancesco NoceraAngelo ParchitelliEugenio Di Sciascio,reflective internet of things middleware enabled a predictive real time waste monitoring system,vito bellinitommaso di noiamarina mongiellofrancesco noceraangelo parchitellieugenio di sciascio,2018,10.1007/978-3-319-91662-0_31,Web Engineering,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-91662-0_31
springer,245,10.1007/s10009-019-00513-7,A formal approach to AADL model-based software engineering,Hana MkaouarBechir ZalilaJérôme HuguesMohamed Jmaiel,a formal approach to aadl model based software engineering,hana mkaouarbechir zalilajérôme huguesmohamed jmaiel,2019,10.1007/s10009-019-00513-7,International Journal on Software Tools for Technology Transfer,Article,https://link.springer.com/article/10.1007/s10009-019-00513-7
springer,246,10.1007/978-3-319-89363-1_6,A Process Network Model for Reactive Streaming Software with Deterministic Task Parallelism,Fotios GioulekasPeter PoplavkoPanagiotis KatsarosSaddek BensalemPedro Palomo,a process network model for reactive streaming software with deterministic task parallelism,fotios gioulekaspeter poplavkopanagiotis katsarossaddek bensalempedro palomo,2018,10.1007/978-3-319-89363-1_6,Fundamental Approaches to Software Engineering,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-89363-1_6
springer,247,10.1007/978-1-4842-5833-0_8,Designing Games in Ring,Mansour Ayouni,designing games in ring,mansour ayouni,2020,10.1007/978-1-4842-5833-0_8,Beginning Ring Programming,Chapter,https://link.springer.com/chapter/10.1007/978-1-4842-5833-0_8
springer,248,10.1007/978-3-319-10575-8_3,Modeling for Verification,Sanjit A. SeshiaNatasha SharyginaStavros Tripakis,modeling for verification,sanjit a seshianatasha sharyginastavros tripakis,2018,10.1007/978-3-319-10575-8_3,Handbook of Model Checking,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-10575-8_3
springer,249,10.1007/978-3-319-95246-8_29,On the Road to Conviction: An Email Exchange with Edward Lee,Reinhard Wilhelm,on the road to conviction an email exchange with edward lee,reinhard wilhelm,2018,10.1007/978-3-319-95246-8_29,Principles of Modeling,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-95246-8_29
springer,250,10.1007/978-3-319-95246-8_12,Enabling Flow Preservation and Portability in Multicore Implementations of Simulink Models,Caroline BrandbergMarco Di Natale,enabling flow preservation and portability in multicore implementations of simulink models,caroline brandbergmarco di natale,2018,10.1007/978-3-319-95246-8_12,Principles of Modeling,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-95246-8_12
springer,251,10.1007/978-3-030-01042-3_3,CREST - A DSL for Reactive Cyber-Physical Systems,Stefan KlikovitsAlban LinardDidier Buchs,crest a dsl for reactive cyber physical systems,stefan klikovitsalban linarddidier buchs,2018,10.1007/978-3-030-01042-3_3,"System Analysis and Modeling. Languages, Methods, and Tools for Systems Engineering",Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-01042-3_3
springer,252,10.1007/s00773-017-0463-9,Model experiments on the early detection and rudder stabilization of KCS parametric roll in head waves,Liwei YuKo TaguchiAkagi KentaNing MaYoshiaki Hirakawa,model experiments on the early detection and rudder stabilization of kcs parametric roll in head waves,liwei yuko taguchiakagi kentaning mayoshiaki hirakawa,2017,10.1007/s00773-017-0463-9,Journal of Marine Science and Technology,Article,https://link.springer.com/article/10.1007/s00773-017-0463-9
springer,253,10.1007/978-3-319-39110-6_6,A Shallow Embedded Type Safe Extendable DSL for the Arduino,Pieter KoopmanRinus Plasmeijer,a shallow embedded type safe extendable dsl for the arduino,pieter koopmanrinus plasmeijer,2016,10.1007/978-3-319-39110-6_6,Trends in Functional Programming,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-39110-6_6
springer,254,10.1007/978-3-658-22648-0_6,Umsetzung,Albert FleischmannStefan OpplWerner SchmidtChristian Stary,umsetzung,albert fleischmannstefan opplwerner schmidtchristian stary,2018,10.1007/978-3-658-22648-0_6,Ganzheitliche Digitalisierung von Prozessen,Chapter,https://link.springer.com/chapter/10.1007/978-3-658-22648-0_6
springer,255,10.1007/978-981-10-4436-6_4,MARTE for CPS and CPSoS,Frédéric MalletEugenio VillarFernando Herrera,marte for cps and cpsos,frédéric malleteugenio villarfernando herrera,2017,10.1007/978-981-10-4436-6_4,Cyber-Physical System Design from an Architecture Analysis Viewpoint,Chapter,https://link.springer.com/chapter/10.1007/978-981-10-4436-6_4
springer,256,10.1007/978-3-319-89884-1_4,Deterministic Concurrency: A Clock-Synchronised Shared Memory Approach,Joaquín AguadoMichael MendlerMarc PouzetPartha RoopReinhard von Hanxleden,deterministic concurrency a clock synchronised shared memory approach,joaquín aguadomichael mendlermarc pouzetpartha roopreinhard von hanxleden,2018,10.1007/978-3-319-89884-1_4,Programming Languages and Systems,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-89884-1_4
springer,257,10.1007/s11276-017-1610-2,IoT6Sec: reliability model for Internet of Things security focused on anomalous measurements identification with energy analysis,Norisvaldo Ferraz JuniorAnderson SilvaAdilson GuelfiSergio Takeo Kofuji,iot6sec reliability model for internet of things security focused on anomalous measurements identification with energy analysis,norisvaldo ferraz junioranderson silvaadilson guelfisergio takeo kofuji,2017,10.1007/s11276-017-1610-2,Wireless Networks,Article,https://link.springer.com/article/10.1007/s11276-017-1610-2
springer,258,10.1007/s10009-017-0475-0,Integrated formal verification of safety-critical software,Ning GeEric JennNicolas BretonYoann Fonteneau,integrated formal verification of safety critical software,ning geeric jennnicolas bretonyoann fonteneau,2017,10.1007/s10009-017-0475-0,International Journal on Software Tools for Technology Transfer,Article,https://link.springer.com/article/10.1007/s10009-017-0475-0
springer,260,10.1007/978-3-319-74183-3_12,Feedback Control as MAPE-K Loop in Autonomic Computing,Eric RuttenNicolas MarchandDaniel Simon,feedback control as mape k loop in autonomic computing,eric ruttennicolas marchanddaniel simon,2017,10.1007/978-3-319-74183-3_12,Software Engineering for Self-Adaptive Systems III. Assurances,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-74183-3_12
springer,261,10.1007/s11241-018-9300-4,Patmos: a time-predictable microprocessor,Martin SchoeberlWolfgang PuffitschStefan HeppBenedikt HuberDaniel Prokesch,patmos a time predictable microprocessor,martin schoeberlwolfgang puffitschstefan heppbenedikt huberdaniel prokesch,2018,10.1007/s11241-018-9300-4,Real-Time Systems,Article,https://link.springer.com/article/10.1007/s11241-018-9300-4
springer,262,10.1007/978-94-017-7267-9_5,ForSyDe: System Design Using a Functional Language and Models of Computation,Ingo SanderAxel JantschSeyed-Hosein Attarzadeh-Niaki,forsyde system design using a functional language and models of computation,ingo sanderaxel jantschseyed hosein attarzadeh niaki,2017,10.1007/978-94-017-7267-9_5,Handbook of Hardware/Software Codesign,Reference work entry,https://link.springer.com/rwe/10.1007/978-94-017-7267-9_5
springer,263,10.1007/978-3-319-47169-3_11,Formally Unifying Modeling and Design for Embedded Systems - A Personal View,G. Berry,formally unifying modeling and design for embedded systems a personal view,g berry,2016,10.1007/978-3-319-47169-3_11,"Leveraging Applications of Formal Methods, Verification and Validation: Discussion, Dissemination, Applications",Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-47169-3_11
springer,264,10.1007/978-981-10-5026-8_1,Serverless Computing: Current Trends and Open Problems,Ioana BaldiniPaul CastroKerry ChangPerry ChengStephen FinkVatche IshakianNick MitchellVinod MuthusamyRodric RabbahAleksander SlominskiPhilippe Suter,serverless computing current trends and open problems,ioana baldinipaul castrokerry changperry chengstephen finkvatche ishakiannick mitchellvinod muthusamyrodric rabbahaleksander slominskiphilippe suter,2017,10.1007/978-981-10-5026-8_1,Research Advances in Cloud Computing,Chapter,https://link.springer.com/chapter/10.1007/978-981-10-5026-8_1
springer,265,10.1007/978-3-319-57666-4_8,MARTE/pCCSL: Modeling and Refining Stochastic Behaviors of CPSs with Probabilistic Logical Clocks,Dehui DuPing HuangKaiqiang JiangFrédéric MalletMingrui Yang,marte pccsl modeling and refining stochastic behaviors of cpss with probabilistic logical clocks,dehui duping huangkaiqiang jiangfrédéric malletmingrui yang,2017,10.1007/978-3-319-57666-4_8,Formal Aspects of Component Software,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-57666-4_8
springer,266,10.1007/978-3-319-70848-5_12,Rapidly Adjustable Non-intrusive Online Monitoring for Multi-core Systems,Normann DeckerPhilip GottschlingChristian HochbergerMartin LeuckerTorben ScheffelMalte SchmitzAlexander Weiss,rapidly adjustable non intrusive online monitoring for multi core systems,normann deckerphilip gottschlingchristian hochbergermartin leuckertorben scheffelmalte schmitzalexander weiss,2017,10.1007/978-3-319-70848-5_12,Formal Methods: Foundations and Applications,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-70848-5_12
springer,268,10.1007/978-3-319-92408-3_3,Twenty Years of Coordination Technologies: State-of-the-Art and Perspectives,Giovanni CiattoStefano MarianiMaxime LouvelAndrea OmiciniFranco Zambonelli,twenty years of coordination technologies state of the art and perspectives,giovanni ciattostefano marianimaxime louvelandrea omicinifranco zambonelli,2018,10.1007/978-3-319-92408-3_3,Coordination Models and Languages,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-92408-3_3
springer,269,10.1007/s00165-017-0419-1,Incremental bounded model checking for embedded software,Peter SchrammelDaniel KroeningMartin BrainRuben MartinsTino TeigeTom Bienmüller,incremental bounded model checking for embedded software,peter schrammeldaniel kroeningmartin brainruben martinstino teigetom bienmüller,2017,10.1007/s00165-017-0419-1,Formal Aspects of Computing,Article,https://link.springer.com/article/10.1007/s00165-017-0419-1
springer,270,10.1007/s11704-016-4226-2,A survey on formal specification and verification of separation kernels,Yongwang ZhaoZhibin YangDianfu Ma,a survey on formal specification and verification of separation kernels,yongwang zhaozhibin yangdianfu ma,2017,10.1007/s11704-016-4226-2,Frontiers of Computer Science,Article,https://link.springer.com/article/10.1007/s11704-016-4226-2
springer,271,10.1007/978-3-319-10575-8_1,Introduction to Model Checking,Edmund M. ClarkeThomas A. HenzingerHelmut Veith,introduction to model checking,edmund m clarkethomas a henzingerhelmut veith,2018,10.1007/978-3-319-10575-8_1,Handbook of Model Checking,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-10575-8_1
springer,272,10.1007/978-3-319-75632-5_6,Runtime Verification for Decentralised and Distributed Systems,Adrian FrancalanzaJorge A. PérezCésar Sánchez,runtime verification for decentralised and distributed systems,adrian francalanzajorge a pérezcésar sánchez,2018,10.1007/978-3-319-75632-5_6,Lectures on Runtime Verification,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-75632-5_6
springer,273,10.1007/s00165-016-0373-3,Formal modelling and verification of GALS systems using GRL and CADP,Fatma JebaliFrédéric LangRadu Mateescu,formal modelling and verification of gals systems using grl and cadp,fatma jebalifrédéric langradu mateescu,2016,10.1007/s00165-016-0373-3,Formal Aspects of Computing,Article,https://link.springer.com/article/10.1007/s00165-016-0373-3
